Rxn name;Rxn description;Formula;Formula;Gene-reaction association;Genes;Proteins;Subsystem;Reversible;LB;UB;Objective;Confidence Score;EC Number;Notes;References
ADSL2r;adenylosuccinate lyase;25aics[c]  <=> aicar[c] + fum[c] ;cpd02921  <=> cpd02851 + cpd00106 ;PSPTO_3360;PSPTO_3360;purB;Purine Metabolism;1;-1000;1000;0;2;4.3.2.2;Based on iJN746;PMID:18793442
ADSS;adenylosuccinate synthase;gtp[c] + asp_L[c] + imp[c]  -> 2 h[c] + pi[c] + dcamp[c] + gdp[c] ;cpd00038 + cpd00041 + cpd00114  -> 2 cpd00067 + cpd00009 + cpd02375 + cpd00031 ;PSPTO_4937;PSPTO_4937;purA;Purine Metabolism;0;0;1000;0;2;6.3.4.4;Based on iJN746;PMID:18793442
AGPAT120;1 tetradecanoyl sn glycerol 3 phosphate O acyltransferase n C120 ;ddcaACP[c] + 1ddecg3p[c]  -> ACP[c] + pa120[c] ;cpd11468 + cpd15325  -> cpd11493 + cpd15521 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AGPAT160;1 hexadecanoyl sn glycerol 3 phosphate O acyltransferase n C160 ;palmACP[c] + 1hdecg3p[c]  -> ACP[c] + pa160[c] ;cpd15277 + cpd15327  -> cpd11493 + cpd15524 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AGPAT161;1 hexadec 7 enoyl sn glycerol 3 phosphate O acyltransferase n C161 ;hdeACP[c] + 1hdec9eg3p[c]  -> ACP[c] + pa161[c] ;cpd15239 + cpd15326  -> cpd11493 + cpd15525 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AGPAT180;1 octadecanoyl sn glycerol 3 phosphate O acyltransferase n C180 ;1odecg3p[c] + ocdcaACP[c]  -> ACP[c] + pa180[c] ;cpd15329 + cpd11573  -> cpd11493 + cpd15526 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AGPAT181;1 octadec 7 enoyl sn glycerol 3 phosphate O acyltransferase n C181 ;1odec11eg3p[c] + octeACP[c]  -> ACP[c] + pa181[c] ;cpd15328 + cpd11825  -> cpd11493 + cpd15527 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AGPR;N acetyl g glutamyl phosphate reductase;nadp[c] + pi[c] + acg5sa[c]  <=> h[c] + nadph[c] + acg5p[c] ;cpd00006 + cpd00009 + cpd00918  <=> cpd00067 + cpd00005 + cpd02552 ;Pspto_0604;Pspto_0604;argC;Urea cycleamino group metabolism;1;-1000;1000;0;2;1.2.1.38;Based on iJN746;PMID:18793442
AICART;phosphoribosylaminoimidazolecarboxamide formyltransferase;aicar[c] + 10fthf[c]  <=> fprica[c] + thf[c] ;cpd02851 + cpd00201  <=> cpd02884 + cpd00087 ;;;;Purine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
AIRCr;phosphoribosylaminoimidazole carboxylase;co2[c] + air[c]  <=> h[c] + 5aizc[c] ;cpd00011 + cpd02140  <=> cpd00067 + cpd02893 ;;;;Purine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
AKGDH;2 Oxogluterate dehydrogenase;coa[c] + nad[c] + akg[c]  -> co2[c] + succoa[c] + nadh[c] ;cpd00010 + cpd00003 + cpd00024  -> cpd00011 + cpd00078 + cpd00004 ;;;;Exchange;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AKGDa;oxoglutarate dehydrogenase lipoamide ;h[c] + akg[c] + lpam[c]  <=> co2[c] + sdhlam[c] ;cpd00067 + cpd00024 + cpd00213  <=> cpd00011 + cpd00860 ;;;;TCA Cycle;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
AKGDbr;oxoglutarate dehydrogenase dihydrolipoamide S succinyltransferase reversible;coa[c] + sdhlam[c]  <=> succoa[c] + dhlam[c] ;cpd00010 + cpd00860  <=> cpd00078 + cpd00449 ;;;;TCA Cycle;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
AKGt2rpp;2 oxoglutarate reversible transport via symport periplasm ;h[p] + akg[p]  <=> h[c] + akg[c] ;cpd00067 + cpd00024  <=> cpd00067 + cpd00024 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ALAALAr;D alanine D alanine ligase reversible ;atp[c] + 2 ala_D[c]  <=> h[c] + adp[c] + pi[c] + alaala[c] ;cpd00002 + 2 cpd00117  <=> cpd00067 + cpd00008 + cpd00009 + cpd00731 ;;;;Peptidoglycan Biosynthesis ;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ALAR;alanine racemase;ala_L[c]  <=> ala_D[c] ;cpd00035  <=> cpd00117 ;Pspto_0103;Pspto_0103;dadX;Alanine and Aspartate Metabolism;1;-1000;1000;0;2;5.1.1.1;Based on iJN746;PMID:18793442
ALATRS;Alanyl tRNA synthetase;atp[c] + ala_L[c] + trnaala[c]  -> amp[c] + ppi[c] + alatrna[c] ;cpd00002 + cpd00035 + cpd11906  -> cpd00018 + cpd00012 + cpd11770 ;Pspto_1842 or  Pspto_4713;Pspto_1842 or  Pspto_4713;alaS;Alanine and Aspartate Metabolism;0;0;1000;0;2;6.1.1.7;Based on iJN746;PMID:18793442
ALCD2ir;alcohol dehydrogenase reverse rxn acetaldehyde ethanol ;h[c] + nadh[c] + acald[c]  -> nad[c] + etoh[c] ;cpd00067 + cpd00004 + cpd00071  -> cpd00003 + cpd00363 ;;;;Exchange;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ALCDkt;alcohol dehydrogenase forward rxn ethanol acetaldehyde ;etoh[c] + pqq[c]  -> acald[c] + pqqh2[c] ;cpd00363 + cpd00097  -> cpd00071 + cpd00986 ;;;;Exchange;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ALDD2x;aldehyde dehydrogenase acetaldehyde NAD ;h2o[c] + nad[c] + acald[c]  -> 2 h[c] + nadh[c] + ac[c] ;cpd00001 + cpd00003 + cpd00071  -> 2 cpd00067 + cpd00004 + cpd00029 ;;;;Exchange;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ALDD2xr;aldehyde dehydrogenase acetaldehyde NAD ;h2o[c] + nad[c] + acald[c]  <=> 2 h[c] + nadh[c] + ac[c] ;cpd00001 + cpd00003 + cpd00071  <=> 2 cpd00067 + cpd00004 + cpd00029 ;;;;Exchange;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
AMPMS2;4 amino 2 methyl 5 phosphomethylpyrimidine synthetase;h2o[c] + nad[c] + air[c]  -> 3 h[c] + nadh[c] + 4ampm[c] + 2 for[c] ;cpd00001 + cpd00003 + cpd02140  -> 3 cpd00067 + cpd00004 + cpd02775 + 2 cpd00047 ;;;;Thiamine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AMPN;AMP nucleosidase;h2o[c] + amp[c]  -> ade[c] + r5p[c] ;cpd00001 + cpd00018  -> cpd00128 + cpd00101 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ANPRT;anthranilate phosphoribosyltransferase;prpp[c] + anth[c]  -> ppi[c] + pran[c] ;cpd00103 + cpd00093  -> cpd00012 + cpd02642 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ANS;anthranilate synthase;gln_L[c] + chor[c]  -> h[c] + glu_L[c] + pyr[c] + anth[c] ;cpd00053 + cpd00216  -> cpd00067 + cpd00023 + cpd00020 + cpd00093 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AP4AH;Ap4A hydrolase;h2o[c] + ap4a[c]  -> 2 h[c] + 2 adp[c] ;cpd00001 + cpd00924  -> 2 cpd00067 + 2 cpd00008 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
APENTAMAH;5 aminopentanamide amidohydrolase;h2o[c] + 5apentam[c]  -> 5aptn[c] + nh3[c] ;cpd00001 + cpd00729  -> cpd00339 + cpd00013 ;;;;Lysine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
APRAUR;5 amino 6 5 phosphoribosylamino uracil reductase;h[c] + nadph[c] + 5apru[c]  -> nadp[c] + 5aprbu[c] ;cpd00067 + cpd00005 + cpd00931  -> cpd00006 + cpd02720 ;;;;Riboflavin Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
APSR;adenosine 5 phosphosulfate reductase;aps[c] + trdrd[c]  -> 2 h[c] + amp[c] + so3[c] + trdox[c] ;cpd00193 + cpd11421  -> 2 cpd00067 + cpd00018 + cpd00081 + cpd11420 ;PSPTO_2280;PSPTO_2280;cysH;Sulfur Metabolism;0;0;1000;0;2;1.8.4.8;Based on iJN746;PMID:18793442
APTNAT;5 aminopentanoate2 oxoglutarate aminotransferase;akg[c] + 5aptn[c]  <=> glu_L[c] + oxptn[c] ;cpd00024 + cpd00339  <=> cpd00023 + cpd02089 ;;;;Lysine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ARGORNt7pp;arginineornithine antiporter periplasm ;orn[c] + arg_L[p]  <=> arg_L[c] + orn[p] ;cpd00064 + cpd00051  <=> cpd00051 + cpd00064 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ARGSL;argininosuccinate lyase;argsuc[c]  -> fum[c] + arg_L[c] ;cpd02152  -> cpd00106 + cpd00051 ;Pspto_0125;Pspto_0125;argH;Arginine and Proline Metabolism;1;-1000;1000;0;2;4.3.2.1;Based on iJN746;PMID:18793442
ARGSS;argininosuccinate synthase;atp[c] + asp_L[c] + citr_L[c]  -> h[c] + amp[c] + ppi[c] + argsuc[c] ;cpd00002 + cpd00041 + cpd00274  -> cpd00067 + cpd00018 + cpd00012 + cpd02152 ;Pspto_4155;Pspto_4155;argG;Arginine and Proline Metabolism;0;0;1000;0;2;6.3.4.5;Based on iJN746;PMID:18793442
ARGTRS;Arginyl tRNA synthetase;atp[c] + arg_L[c] + trnaarg[c]  -> amp[c] + ppi[c] + argtrna[c] ;cpd00002 + cpd00051 + cpd11907  -> cpd00018 + cpd00012 + cpd12036 ;Pspto_5138;Pspto_5138;argS;Arginine and Proline Metabolism;0;0;1000;0;2;6.1.1.19;Based on iJN746;PMID:18793442
ARGabcpp;L arginine transport via ABC system periplasm ;atp[c] + h2o[c] + arg_L[p]  -> h[c] + adp[c] + pi[c] + arg_L[c] ;cpd00002 + cpd00001 + cpd00051  -> cpd00067 + cpd00008 + cpd00009 + cpd00051 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ARGtex;L arginine transport via diffusion extracellular to periplasm ;arg_L[e]  <=> arg_L[p] ;cpd00051  <=> cpd00051 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ASADi;aspartate semialdehyde dehydrogenase irreversible;h[c] + nadph[c] + 4pasp[c]  -> nadp[c] + pi[c] + aspsa[c] ;cpd00067 + cpd00005 + cpd01977  -> cpd00006 + cpd00009 + cpd00346 ;PSPTO_2176 or PSPTO_3819;PSPTO_2176. PSPTO_3819;asd-1. asd-2;Lysine Biosynthesis;0;0;1000;0;2;1.2.1.11;Based on iJN746;PMID:18793442
ASPCT;aspartate carbamoyltransferase;asp_L[c] + cbp[c]  -> h[c] + pi[c] + cbasp[c] ;cpd00041 + cpd00146  -> cpd00067 + cpd00009 + cpd00343 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ASPKi;aspartate kinase irreversible;atp[c] + asp_L[c]  -> adp[c] + 4pasp[c] ;cpd00002 + cpd00041  -> cpd00008 + cpd01977 ;;;;Lysine Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ASPO1;L aspartate oxidase;o2[c] + h2o[c] + asp_L[c]  -> nh4[c] + h2o2[c] + oaa[c] ;cpd00007 + cpd00001 + cpd00041  -> cpd00013 + cpd00025 + cpd00032 ;Pspto_4225;Pspto_4225;nadB;Alanine and Aspartate Metabolism;0;0;1000;0;2;1.4.3.16;Based on iJN746;PMID:18793442
ASPO6;L aspartate oxidase;o2[c] + asp_L[c]  -> h[c] + h2o2[c] + iasp[c] ;cpd00007 + cpd00041  -> cpd00067 + cpd00025 + cpd03470 ;;;;Nicotinate and Nicotinamide;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ASPT;L aspartase;asp_L[c]  -> nh4[c] + fum[c] ;cpd00041  -> cpd00013 + cpd00106 ;Pspto_5499;Pspto_5499;aspA;Alanine and Aspartate Metabolism;0;0;1000;0;2;4.3.1.1;Based on iJN746;PMID:18793442
ASPTA;aspartate transaminase;akg[c] + asp_L[c]  <=> glu_L[c] + oaa[c] ;cpd00024 + cpd00041  <=> cpd00023 + cpd00032 ;;;;Glutamate Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ASPTRS;Aspartyl tRNA synthetase;atp[c] + asp_L[c] + trnaasp[c]  -> amp[c] + ppi[c] + asptrna[c] ;cpd00002 + cpd00041 + cpd11909  -> cpd00018 + cpd00012 + cpd12226 ;Pspto_3981;Pspto_3981;aspS;Alanine and Aspartate Metabolism;0;0;1000;0;2;6.1.1.12;Based on iJN746;PMID:18793442
ASPabcpp;L aspartate transport via ABC system periplasm ;atp[c] + h2o[c] + asp_L[p]  -> h[c] + adp[c] + pi[c] + asp_L[c] ;cpd00002 + cpd00001 + cpd00041  -> cpd00067 + cpd00008 + cpd00009 + cpd00041 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ASPt2_2pp;Aspartate transport via proton symport 2 H periplasm ;2 h[p] + asp_L[p]  -> 2 h[c] + asp_L[c] ;2 cpd00067 + cpd00041  -> 2 cpd00067 + cpd00041 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
AST;Arginine succinyltransferase;succoa[c] + arg_L[c]  -> h[c] + coa[c] + sucarg[c] ;cpd00078 + cpd00051  -> cpd00067 + cpd00010 + cpd02103 ;Pspto_1833 and Pspto_1834;Pspto_1833 and Pspto_1834;aruF and aruG;Arginine and Proline Metabolism;0;0;1000;0;2;2.3.1.109;Based on iJN746;PMID:18793442
ATPPRTr;ATP phosphoribosyltransferase reversible;atp[c] + prpp[c]  <=> ppi[c] + prbatp[c] ;cpd00002 + cpd00103  <=> cpd00012 + cpd01775 ;PSPTO_4439;PSPTO_4439;hisG;Histidine Metabolism;1;-1000;1000;0;2;2.4.2.17;Based on iJN746;PMID:18793442
ATPS4rpp;ATP synthase four protons for one ATP periplasm ;adp[c] + 4 h[p] + pi[c]  <=> 3 h[c] + atp[c] + h2o[c] ;cpd00008 + 4 cpd00067 + cpd00009  <=> 3 cpd00067 + cpd00002 + cpd00001 ;;;;Oxidative Phosphorylation;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
BDH; R 3 HydroxybutanoateNAD oxidoreductase;nad[c] + bhb[c]  <=> h[c] + nadh[c] + acac[c] ;cpd00003 + cpd00797  <=> cpd00067 + cpd00004 + cpd00142 ;;;;Synthesis and degradation of Ketones Bodies;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
BZt1pp;Benzoate proton symport periplasm;h[p] + bz[p]  <=> h[c] + bz[c] ;cpd00067 + cpd00153  <=> cpd00067 + cpd00153 ;PSPTO_4306 and PSPTO_2031;PSPTO_4306 and PSPTO_2031;pcaT;B Ketoadipate pathway;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
CACOAHA;Enoyl CoA hydratasealdolase;h2o[c] + caffcoa[c]  -> accoa[c] + 34dhbald[c] ;cpd00001 + cpd00270  -> cpd00022 + cpd16507 ;;;;B Ketoadipate pathway;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CAFFCOA;feruloyl coenzyme A synthetase AMP forming ;atp[c] + coa[c] + 34dhcinm[c]  -> amp[c] + ppi[c] + caffcoa[c] ;cpd00002 + cpd00010 + cpd00881  -> cpd00018 + cpd00012 + cpd00270 ;PSPTO_2941;PSPTO_2941;fcs;B Ketoadipate pathway;0;0;1000;0;2;6.2.1.34;Based on iJN746;PMID:18793442
CAT;catalase;2 h2o2[c]  -> o2[c] + 2 h2o[c] ;2 cpd00025  -> cpd00007 + 2 cpd00001 ;;;;Other;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CBPS;carbamoyl phosphate synthase glutamine hydrolysing ;2 atp[c] + h2o[c] + hco3[c] + gln_L[c]  -> 2 h[c] + 2 adp[c] + pi[c] + glu_L[c] + cbp[c] ;2 cpd00002 + cpd00001 + cpd00242 + cpd00053  -> 2 cpd00067 + 2 cpd00008 + cpd00009 + cpd00023 + cpd00146 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CDPMEK;4 cytidine 5 diphospho 2 C methyl D erythritol kinase;atp[c] + 4c2me[c]  -> h[c] + adp[c] + 2p4c2me[c] ;cpd00002 + cpd08287  -> cpd00067 + cpd00008 + cpd08288 ;PSPTO_1105;PSPTO_1105;ispE;Steroid biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CFAS160E;cyclopropane fatty acid synthase Phosphatidylethanolamine n C160 ;2 amet[c] + pe161[c]  -> 2 h[c] + 2 ahcys[c] + cpe160[c] ;2 cpd00017 + cpd15532  -> 2 cpd00067 + 2 cpd00019 + cpd15433 ;;;;Fatty Acid Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CFAS160G;cyclopropane fatty acid synthase Phosphatidylglycerol n C160 ;2 amet[c] + pg161[c]  -> 2 h[c] + 2 ahcys[c] + cpg160[c] ;2 cpd00017 + cpd15539  -> 2 cpd00067 + 2 cpd00019 + cpd15435 ;;;;Fatty Acid Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CFAS180E;cyclopropane fatty acid synthase Phosphatidylethanolamine n C180 ;2 amet[c] + pe181[c]  -> 2 h[c] + 2 ahcys[c] + cpe180[c] ;2 cpd00017 + cpd15534  -> 2 cpd00067 + 2 cpd00019 + cpd15434 ;;;;Fatty Acid Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CFAS180G;cyclopropane fatty acid synthase Phosphatidylglycerol n C180 ;2 amet[c] + pg181[c]  -> 2 h[c] + 2 ahcys[c] + cpg180[c] ;2 cpd00017 + cpd15541  -> 2 cpd00067 + 2 cpd00019 + cpd15436 ;;;;Fatty Acid Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CHLabcpp;choline transport via ABC system periplasm ;atp[c] + h2o[c] + chol[p]  -> h[c] + adp[c] + pi[c] + chol[c] ;cpd00002 + cpd00001 + cpd00098  -> cpd00067 + cpd00008 + cpd00009 + cpd00098 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CHOLSH;choline sulphatase;h2o[c] + chols[c]  -> h[c] + chol[c] + so4[c] ;cpd00001 + cpd00681  -> cpd00067 + cpd00098 + cpd00048 ;;;;Glycine Serine and threonine metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CHOLS_ex_;Choline sulfate transport difusion;chols[e]  <=> chols[p] ;cpd00681  <=> cpd00681 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
CHOLSabc;Choline sulfate ABC transporter;atp[c] + h2o[c] + chols[p]  -> h[c] + adp[c] + pi[c] + chols[c] ;cpd00002 + cpd00001 + cpd00681  -> cpd00067 + cpd00008 + cpd00009 + cpd00681 ;;;;Glycine Serine and threonine metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CHORM;chorismate mutase;chor[c]  -> pphn[c] ;cpd00216  -> cpd00219 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CHORS;chorismate synthase;3psme[c]  -> pi[c] + chor[c] ;cpd00932  -> cpd00009 + cpd00216 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CITt_kt;citrate transport in via proton symport;h[p] + cit[p]  <=> h[c] + cit[c] ;cpd00067 + cpd00137  <=> cpd00067 + cpd00137 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
CITtex;citrate transport via diffusion extracellular to periplasm ;cit[e]  <=> cit[p] ;cpd00137  <=> cpd00137 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
CLPNS120pp;cardiolipin synthase periplasmic n C120 ;2 pg120[p]  <=> clpn120[p] + glyc[p] ;2 cpd15535  <=> cpd15425 + cpd00100 ;;;;Glycerophospholipid Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
CLPNS160pp;cardiolipin synthase periplasmic n C160 ;2 pg160[p]  <=> glyc[p] + clpn160[p] ;2 cpd15538  <=> cpd00100 + cpd15428 ;;;;Glycerophospholipid Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
CLPNS161pp;cardiolipin synthase periplasmic n C161 ;2 pg161[p]  <=> glyc[p] + clpn161[p] ;2 cpd15539  <=> cpd00100 + cpd15429 ;;;;Glycerophospholipid Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
CLPNS180pp;cardiolipin synthase periplasmic n C180 ;2 pg180[p]  <=> glyc[p] + clpn180[p] ;2 cpd15540  <=> cpd00100 + cpd15430 ;;;;Glycerophospholipid Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
CLPNS181pp;cardiolipin synthase periplasmic n C181 ;2 pg181[p]  <=> glyc[p] + clpn181[p] ;2 cpd15541  <=> cpd00100 + cpd15431 ;;;;Glycerophospholipid Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
COALDDH;coniferyl aldehyde dehydrogenase;h2o[c] + nad[c] + conialdh[c]  -> 2 h[c] + nadh[c] + fer[c] ;cpd00001 + cpd00003 + cpd01733  -> 2 cpd00067 + cpd00004 + cpd01059 ;PSPTO_0418;PSPTO_0418;;B Ketoadipate pathway;0;0;1000;0;2;1.2.1.68;Based on iJN746;PMID:18793442
COBALT2tpp;cobalt transport in via permease no H ;cobalt2[p]  -> cobalt2[c] ;cpd00149  -> cpd00149 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
COCHL;cobaltochelatase;atp[c] + h2o[c] + cobalt2[c] + hgbam[c]  -> 2 h[c] + adp[c] + pi[c] + co2dam[c] ;cpd00002 + cpd00001 + cpd00149 + cpd03913  -> 2 cpd00067 + cpd00008 + cpd00009 + cpd03914 ;Pspto_3149;Pspto_3149;cobN;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;6.6.1.2;Based on iJN746;PMID:18793442
COCOAHA;Enoyl CoA hydratasealdolase;h2o[c] + 4cmcoa[c]  -> accoa[c] + 4hbald[c] ;cpd00001 + cpd00192  -> cpd00022 + cpd00484 ;;;;B Ketoadipate pathway;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CPPPGO;coproporphyrinogen oxidase O2 required ;2 h[c] + o2[c] + cpppg3[c]  -> 2 co2[c] + 2 h2o[c] + pppg9[c] ;2 cpd00067 + cpd00007 + cpd02083  -> 2 cpd00011 + 2 cpd00001 + cpd00791 ;;;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CPPPGO2;Oxygen Independent coproporphyrinogen III oxidase;2 amet[c] + cpppg3[c]  -> 2 co2[c] + pppg9[c] + 2 dad_5[c] + 2 met_L[c] ;2 cpd00017 + cpd02083  -> 2 cpd00011 + cpd00791 + 2 cpd03091 + 2 cpd00060 ;Pspto_1993;Pspto_1993;hemN;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;1.3.98.3;Based on iJN746;PMID:18793442
CS;citrate synthase;h2o[c] + accoa[c] + oaa[c]  -> h[c] + coa[c] + cit[c] ;cpd00001 + cpd00022 + cpd00032  -> cpd00067 + cpd00010 + cpd00137 ;;;;TCA Cycle;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CSND;Cytosine deaminase;h[c] + h2o[c] + csn[c]  -> nh4[c] + ura[c] ;cpd00067 + cpd00001 + cpd00307  -> cpd00013 + cpd00092 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CTPS2;CTP synthase glutamine ;atp[c] + h2o[c] + gln_L[c] + utp[c]  -> 2 h[c] + adp[c] + pi[c] + glu_L[c] + ctp[c] ;cpd00002 + cpd00001 + cpd00053 + cpd00062  -> 2 cpd00067 + cpd00008 + cpd00009 + cpd00023 + cpd00052 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CYO1_KT;ubiquinol cytochrome c reductase;2 h[c] + 2 ficytc[c] + q8h2[c]  -> 2 h[p] + 2 focytc[c] + q8[c] ;2 cpd00067 + 2 cpd00109 + cpd15561  -> 2 cpd00067 + 2 cpd00110 + cpd15560 ;;;;Oxidative Phosphorylation;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CYO1b;cytochrome c oxidase 2 protons ;0.5 o2[c] + 2 focytc[c]  -> h2o[c] + 2 ficytc[c] ;0.5 cpd00007 + 2 cpd00110  -> cpd00001 + 2 cpd00109 ;;;;Oxidative Phosphorylation;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CYRDAAT;cob I yrinic acid a c diamide adenosyltransferase;h[c] + atp[c] + co1dam[c]  -> adcobdam[c] + pppi[c] ;cpd00067 + cpd00002 + cpd03915  -> cpd03916 + cpd00421 ;;;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CYSS;cysteine synthase;acser[c] + h2s[c]  -> h[c] + ac[c] + cys_L[c] ;cpd00722 + cpd00239  -> cpd00067 + cpd00029 + cpd00084 ;PSPTO_0203;PSPTO_0203;;Cysteine Metabolism;0;0;1000;0;2;2.5.1.47;Based on iJN746;PMID:18793442
CYSS2;cysteine synthase S sulfo L cysteine ;acser[c] + tsul[c]  -> ac[c] + scys_L[c] ;cpd00722 + cpd00268  -> cpd00029 + cpd01608 ;PSPTO_1692;PSPTO_1692;cysM;Cysteine Metabolism;0;0;1000;0;2;2.5.1.-;Based on iJN746;PMID:18793442
CYSTGLr;cystathionine gamma lyase;h2o[c] + cyst_L[c]  <=> 2obut[c] + nh4[c] + cys_L[c] ;cpd00001 + cpd00424  <=> cpd00094 + cpd00013 + cpd00084 ;;;;Methionine Metabolism;1;0;1000;0;2;;Based on iJN746;PMID:18793442
CYSTRS;Cysteinyl tRNA synthetase;atp[c] + cys_L[c] + trnacys[c]  -> amp[c] + ppi[c] + cystrna[c] ;cpd00002 + cpd00084 + cpd11910  -> cpd00018 + cpd00012 + cpd12255 ;PSPTO_3742;PSPTO_3742;cysS;Cysteine Metabolism;0;0;1000;0;2;6.1.1.16;Based on iJN746;PMID:18793442
CYSabcpp;L cysteine uptake via ABC system periplasm ;atp[c] + h2o[c] + cys_L[p]  -> h[c] + adp[c] + pi[c] + cys_L[c] ;cpd00002 + cpd00001 + cpd00084  -> cpd00067 + cpd00008 + cpd00009 + cpd00084 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
CYTBDpp;cytochrome oxidase bd ubiquinol 8 2 protons periplasm ;2 h[c] + 0.5 o2[c] + q8h2[c]  -> 2 h[p] + h2o[c] + q8[c] ;2 cpd00067 + 0.5 cpd00007 + cpd15561  -> 2 cpd00067 + cpd00001 + cpd15560 ;;;;Oxidative Phosphorylation;0;0;1000;0;2;;Based on iJN746;PMID:18793442
